,IP,Throughput(MB/s),IP in 32 bit
2969,82.116.210.14,1.065,01010010011101001101001000001110
2970,82.118.241.210,0.64,01010010011101101111000111010010
2971,82.146.53.170,9.09,01010010100100100011010110101010
2972,82.151.65.172,4.98,01010010100101110100000110101100
2973,82.151.74.138,0.08,01010010100101110100101010001010
2974,82.151.74.162,5.96,01010010100101110100101010100010
2975,82.165.73.125,12.5,01010010101001010100100101111101
2976,82.165.74.20,5.14,01010010101001010100101000010100
2977,82.166.190.186,0.39,01010010101001101011111010111010
2978,82.166.228.210,1.35,01010010101001101110010011010010
2979,82.178.22.138,0.87,01010010101100100001011010001010
2980,82.194.68.18,4.735,01010010110000100100010000010010
2981,82.196.25.84,3.36,01010010110001000001100101010100
2982,82.200.247.240,9.1,01010010110010001111011111110000
2983,82.208.18.140,0.12,01010010110100000001001010001100
2984,82.213.48.123,0.38,01010010110101010011000001111011
2985,82.218.162.168,0.47,01010010110110101010001010101000
2986,82.221.73.201,10.1,01010010110111010100100111001001
2987,82.221.98.192,0.08,01010010110111010110001011000000
2988,82.221.98.196,0.18,01010010110111010110001011000100
2989,82.80.174.176,0.45,01010010010100001010111010110000
2990,82.80.224.12,6.57,01010010010100001110000000001100
2991,83.143.25.196,0.14,01010011100011110001100111000100
2992,83.149.73.233,8.46,01010011100101010100100111101001
2993,83.149.81.5,0.89,01010011100101010101000100000101
2994,83.166.138.19,1.93,01010011101001101000101000010011
2995,83.166.138.30,0.795,01010011101001101000101000011110
2996,83.166.138.38,12.1,01010011101001101000101000100110
2997,83.166.138.44,0.93,01010011101001101000101000101100
2998,83.166.138.57,2.8,01010011101001101000101000111001
2999,83.166.142.37,2.9,01010011101001101000111000100101
3000,83.166.157.112,1.62,01010011101001101001110101110000
3001,83.167.244.201,0.77,01010011101001111111010011001001
3002,83.167.244.202,0.73,01010011101001111111010011001010
3003,83.169.29.226,3.82,01010011101010010001110111100010
3004,83.174.3.167,0.42,01010011101011100000001110100111
3005,83.223.117.68,11.4,01010011110111110111010101000100
3006,84.16.92.129,10.3,01010100000100000101110010000001
3007,84.16.92.153,11.3,01010100000100000101110010011001
3008,84.205.229.125,0.23,01010100110011011110010101111101
3009,84.205.237.59,0.51,01010100110011011110110100111011
3010,84.205.254.221,0.68,01010100110011011111111011011101
3011,84.232.181.32,1.96,01010100111010001011010100100000
3012,84.234.76.250,0.465,01010100111010100100110011111010
3013,84.241.175.238,2.01,01010100111100011010111111101110
3014,84.244.181.105,5.85,01010100111101001011010101101001
3015,84.246.121.69,3.6,01010100111101100111100101000101
3016,84.255.243.87,1.51,01010100111111111111001101010111
3017,84.34.147.32,1.44,01010100001000101001001100100000
3018,85.10.194.214,1.83,01010101000010101100001011010110
3019,85.10.213.137,3.273333333333333,01010101000010101101010110001001
3020,85.10.223.163,0.86,01010101000010101101111110100011
3021,85.112.85.12,2.68,01010101011100000101010100001100
3022,85.112.85.5,2.05,01010101011100000101010100000101
3023,85.115.130.130,0.41,01010101011100111000001010000010
3024,85.115.130.75,2.17,01010101011100111000001001001011
3025,85.115.158.177,1.465,01010101011100111001111010110001
3026,85.118.203.77,0.0,01010101011101101100101101001101
3027,85.119.168.97,10.2,01010101011101111010100001100001
3028,85.119.187.137,0.56,01010101011101111011101110001001
3029,85.13.140.40,0.23,01010101000011011000110000101000
3030,85.13.147.157,0.8,01010101000011011001001110011101
3031,85.13.151.143,5.62,01010101000011011001011110001111
3032,85.13.152.129,1.71,01010101000011011001100010000001
3033,85.13.152.134,0.3,01010101000011011001100010000110
3034,85.131.63.16,1.51,01010101100000110011111100010000
3035,85.132.26.15,0.18,01010101100001000001101000001111
3036,85.132.27.188,0.1,01010101100001000001101110111100
3037,85.132.96.220,0.29,01010101100001000110000011011100
3038,85.154.236.179,0.49,01010101100110101110110010110011
3039,85.158.181.13,1.18,01010101100111101011010100001101
3040,85.159.209.158,5.13,01010101100111111101000110011110
3041,85.17.16.71,8.38,01010101000100010001000001000111
3042,85.17.197.47,7.02,01010101000100011100010100101111
3043,85.17.203.77,1.005,01010101000100011100101101001101
3044,85.196.164.46,2.57,01010101110001001010010000101110
3045,85.209.148.78,4.06,01010101110100011001010001001110
3046,85.214.129.188,3.13,01010101110101101000000110111100
3047,85.214.22.225,1.49,01010101110101100001011011100001
3048,85.214.226.164,21.6,01010101110101101110001010100100
3049,85.214.50.165,0.8,01010101110101100011001010100101
3050,85.214.81.225,3.37,01010101110101100101000111100001
3051,85.236.152.79,2.05,01010101111011001001100001001111
3052,85.236.153.18,9.17,01010101111011001001100100010010
3053,85.236.44.228,0.12,01010101111011000010110011100100
3054,85.255.196.36,1.62,01010101111111111100010000100100
3055,85.27.207.174,7.44,01010101000110111100111110101110
3056,85.30.118.16,0.43,01010101000111100111011000010000
3057,85.88.39.169,0.8300000000000001,01010101010110000010011110101001
3058,85.9.216.74,0.475,01010101000010011101100001001010
3059,85.91.186.67,1.39,01010101010110111011101001000011
3060,85.95.224.82,13.75,01010101010111111110000001010010
3061,86.111.242.161,9.39,01010110011011111111001010100001
3062,86.43.38.105,3.01,01010110001010110010011001101001
3063,86.57.251.172,6.91,01010110001110011111101110101100
3064,86.57.251.26,0.28500000000000003,01010110001110011111101100011010
3065,87.116.7.48,2.78,01010111011101000000011100110000
3066,87.230.46.220,7.92,01010111111001100010111011011100
3067,87.236.16.48,0.86,01010111111011000001000000110000
3068,87.236.232.167,0.32,01010111111011001110100010100111
3069,87.236.232.169,0.31,01010111111011001110100010101001
3070,87.236.232.216,0.395,01010111111011001110100011011000
3071,87.236.232.85,2.255,01010111111011001110100001010101
3072,87.236.233.10,0.24,01010111111011001110100100001010
3073,87.236.233.185,1.51,01010111111011001110100110111001
3074,87.236.233.201,0.5,01010111111011001110100111001001
3075,87.236.233.44,0.14,01010111111011001110100100101100
3076,87.236.234.100,2.155,01010111111011001110101001100100
3077,87.238.248.115,0.48,01010111111011101111100001110011
3078,87.238.248.187,6.71,01010111111011101111100010111011
3079,87.246.184.172,0.26,01010111111101101011100010101100
3080,87.248.214.1,0.6,01010111111110001101011000000001
3081,87.250.142.51,9.76,01010111111110101000111000110011
3082,87.250.153.19,0.83,01010111111110101001100100010011
3083,87.252.2.11,1.92,01010111111111000000001000001011
3084,87.254.232.84,13.5,01010111111111101110100001010100
3085,87.255.194.88,1.97,01010111111111111100001001011000
3086,87.76.19.109,6.51,01010111010011000001001101101101
3087,87.98.154.146,0.8,01010111011000101001101010010010
3088,87.98.173.219,11.06,01010111011000101010110111011011
3089,88.103.223.226,1.52,01011000011001111101111111100010
3090,88.119.154.29,0.13,01011000011101111001101000011101
3091,88.129.20.227,1.27,01011000100000010001010011100011
3092,88.198.176.147,5.2349999999999985,01011000110001101011000010010011
3093,88.198.197.61,2.07,01011000110001101100010100111101
3094,88.198.35.245,4.47,01011000110001100010001111110101
3095,88.202.219.60,6.285,01011000110010101101101100111100
3096,88.208.249.110,9.494444444444444,01011000110100001111100101101110
3097,88.208.252.215,3.51,01011000110100001111110011010111
3098,88.221.134.185,2.55,01011000110111011000011010111001
3099,88.221.134.201,2.57,01011000110111011000011011001001
3100,88.221.135.106,1.73,01011000110111011000011101101010
3101,88.221.135.25,0.19,01011000110111011000011100011001
3102,88.221.17.33,9.0,01011000110111010001000100100001
3103,88.47.163.99,20.6,01011000001011111010001101100011
3104,88.80.190.185,30.4,01011000010100001011111010111001
3105,88.85.127.164,24.1,01011000010101010111111110100100
3106,88.85.127.91,37.6,01011000010101010111111101011011
3107,88.99.147.7,22.3,01011000011000111001001100000111
3108,88.99.165.98,1.39,01011000011000111010010101100010
3109,88.99.17.171,7.27,01011000011000110001000110101011
3110,88.99.211.68,0.9,01011000011000111101001101000100
3111,89.107.176.44,1.3,01011001011010111011000000101100
3112,89.107.184.49,10.4,01011001011010111011100000110001
3113,89.108.129.44,0.81,01011001011011001000000100101100
3114,89.111.20.113,2.68,01011001011011110001010001110001
3115,89.143.247.50,1.54,01011001100011111111011100110010
3116,89.145.79.248,0.91,01011001100100010100111111111000
3117,89.147.202.133,0.68,01011001100100111100101010000101
3118,89.148.14.227,0.03,01011001100101000000111011100011
3119,89.163.212.80,1.25,01011001101000111101010001010000
3120,89.184.94.120,1.09,01011001101110000101111001111000
3121,89.184.94.79,3.3275,01011001101110000101111001001111
3122,89.185.147.228,0.34,01011001101110011001001111100100
3123,89.185.148.48,5.38,01011001101110011001010000110000
3124,89.185.247.179,0.18,01011001101110011111011110110011
3125,89.188.72.141,1.87,01011001101111000100100010001101
3126,89.218.102.70,1.63,01011001110110100110011001000110
3127,89.219.35.30,1.28,01011001110110110010001100011110
3128,89.234.180.28,1.95,01011001111010101011010000011100
3129,89.238.75.224,2.15,01011001111011100100101111100000
3130,89.248.55.84,3.32,01011001111110000011011101010100
3131,89.31.143.100,3.97,01011001000111111000111101100100
3132,89.31.146.60,3.96,01011001000111111001001000111100
3133,89.31.74.87,13.275,01011001000111110100101001010111
3134,89.42.218.11,1.81,01011001001010101101101000001011
3135,89.46.104.13,2.225,01011001001011100110100000001101
3136,89.46.106.87,0.9,01011001001011100110101001010111
3137,89.46.72.236,2.13,01011001001011100100100011101100
3138,90.156.201.53,0.66,01011010100111001100100100110101
3139,90.190.106.20,2.06,01011010101111100110101000010100
3140,90.190.55.124,0.16,01011010101111100011011101111100
3141,91.106.97.18,0.29,01011011011010100110000100010010
3142,91.109.16.6,6.46,01011011011011010001000000000110
3143,91.118.6.247,0.11,01011011011101100000011011110111
3144,91.121.162.221,0.355,01011011011110011010001011011101
3145,91.121.2.183,0.44,01011011011110010000001010110111
3146,91.121.39.47,1.1666666666666667,01011011011110010010011100101111
3147,91.121.59.247,6.83,01011011011110010011101111110111
3148,91.121.61.26,0.91,01011011011110010011110100011010
3149,91.134.128.83,1.47,01011011100001101000000001010011
3150,91.134.25.144,10.595,01011011100001100001100110010000
3151,91.143.216.190,5.01,01011011100011111101100010111110
3152,91.151.74.74,5.55,01011011100101110100101001001010
3153,91.187.83.90,6.23,01011011101110110101001101011010
3154,91.189.123.170,19.9,01011011101111010111101110101010
3155,91.191.149.39,18.3,01011011101111111001010100100111
3156,91.191.158.159,0.59,01011011101111111001111010011111
3157,91.196.125.77,0.07,01011011110001000111110101001101
3158,91.197.229.207,45.3,01011011110001011110010111001111
3159,91.197.230.113,31.1,01011011110001011110011001110001
3160,91.203.68.180,0.77,01011011110010110100010010110100
3161,91.206.132.162,0.44,01011011110011101000010010100010
3162,91.207.28.47,1.44,01011011110011110001110000101111
3163,91.208.41.84,0.19,01011011110100000010100101010100
3164,91.209.190.116,0.82,01011011110100011011111001110100
3165,91.212.213.12,12.3,01011011110101001101010100001100
3166,91.212.89.50,0.17,01011011110101000101100100110010
3167,91.213.233.20,0.8933333333333334,01011011110101011110100100010100
3168,91.215.137.11,0.58,01011011110101111000100100001011
3169,91.215.137.72,0.99,01011011110101111000100101001000
3170,91.216.107.112,5.905,01011011110110000110101101110000
3171,91.216.107.91,6.71,01011011110110000110101101011011
3172,91.221.196.202,0.79,01011011110111011100010011001010
3173,91.221.196.240,2.04,01011011110111011100010011110000
3174,91.221.229.186,0.22,01011011110111011110010110111010
3175,91.221.229.196,0.45,01011011110111011110010111000100
3176,91.223.107.77,0.6025,01011011110111110110101101001101
3177,91.224.162.120,4.68,01011011111000001010001001111000
3178,91.225.26.45,0.13,01011011111000010001101000101101
3179,91.226.177.83,2.51,01011011111000101011000101010011
3180,91.226.179.65,0.35,01011011111000101011001101000001
3181,91.227.139.197,1.25,01011011111000111000101111000101
3182,91.230.219.6,0.395,01011011111001101101101100000110
3183,91.233.85.28,0.45,01011011111010010101010100011100
3184,91.234.194.177,0.725,01011011111010101100001010110001
3185,91.234.195.179,1.85,01011011111010101100001110110011
3186,91.234.195.181,3.25,01011011111010101100001110110101
3187,91.234.46.52,52.2,01011011111010100010111000110100
3188,91.234.46.70,0.23,01011011111010100010111001000110
3189,91.239.200.57,0.64,01011011111011111100100000111001
3190,91.239.206.17,0.46,01011011111011111100111000010001
3191,91.239.206.41,0.06,01011011111011111100111000101001
3192,91.240.216.98,2.31,01011011111100001101100001100010
3193,91.241.7.188,0.605,01011011111100010000011110111100
3194,91.250.82.217,6.62,01011011111110100101001011011001
3195,92.118.24.100,0.32,01011100011101100001100001100100
3196,92.240.253.3,0.81,01011100111100001111110100000011
3197,92.242.132.24,7.424705882352941,01011100111100101000010000011000
3198,92.243.62.57,2.18,01011100111100110011111000111001
3199,92.42.189.139,3.85,01011100001010101011110110001011
3200,92.43.203.153,0.69,01011100001010111100101110011001
3201,92.43.203.158,0.5,01011100001010111100101110011110
3202,92.43.203.178,3.25,01011100001010111100101110110010
3203,92.43.203.179,0.41,01011100001010111100101110110011
3204,92.43.203.182,0.29,01011100001010111100101110110110
3205,92.43.96.130,3.67,01011100001010110110000010000010
3206,92.46.36.227,0.76,01011100001011100010010011100011
3207,92.49.0.12,11.2,01011100001100010000000000001100
3208,92.51.146.85,1.14,01011100001100111001001001010101
3209,92.51.147.158,0.54,01011100001100111001001110011110
3210,92.51.96.173,10.5,01011100001100110110000010101101
3211,92.62.129.160,0.5,01011100001111101000000110100000
3212,93.109.209.46,0.84,01011101011011011101000100101110
3213,93.125.99.124,2.75,01011101011111010110001101111100
3214,93.125.99.41,2.965,01011101011111010110001100101001
3215,93.125.99.42,6.65,01011101011111010110001100101010
3216,93.125.99.43,41.0,01011101011111010110001100101011
3217,93.125.99.47,6.62,01011101011111010110001100101111
3218,93.125.99.54,3.393333333333333,01011101011111010110001100110110
3219,93.125.99.78,13.0,01011101011111010110001101001110
3220,93.125.99.79,13.635,01011101011111010110001101001111
3221,93.158.205.93,3.74,01011101100111101100110101011101
3222,93.171.202.15,1.72,01011101101010111100101000001111
3223,93.174.123.169,2.33,01011101101011100111101110101001
3224,93.185.92.42,1.34,01011101101110010101110000101010
3225,93.185.98.151,114.0,01011101101110010110001010010111
3226,93.187.162.110,4.665,01011101101110111010001001101110
3227,93.188.2.52,0.495,01011101101111000000001000110100
3228,93.39.184.27,1.12,01011101001001111011100000011011
3229,93.42.133.45,1.17,01011101001010101000010100101101
